Phone timestamp;sensor timestamp [ns];X [mg];Y [mg];Z [mg]
2021-12-07T21:29:12.856;540170968536839736;758;-831;-284
2021-12-07T21:29:12.875;540170968556350713;513;-707;-524
2021-12-07T21:29:12.895;540170968575861690;602;-625;-250
2021-12-07T21:29:12.914;540170968595372667;957;-605;-101
2021-12-07T21:29:12.934;540170968614883644;702;-637;-356
2021-12-07T21:29:12.953;540170968634394621;619;-747;-310
2021-12-07T21:29:12.973;540170968653893236;470;-809;-539
2021-12-07T21:29:12.992;540170968673391834;256;-839;-744
2021-12-07T21:29:13.012;540170968692890432;338;-1140;-489
2021-12-07T21:29:13.031;540170968712389030;417;-815;-511
2021-12-07T21:29:13.051;540170968731887628;479;-750;-549
2021-12-07T21:29:13.070;540170968751386226;675;-628;-584
2021-12-07T21:29:13.090;540170968770884824;372;-791;-625
2021-12-07T21:29:13.109;540170968790383422;394;-1054;-409
2021-12-07T21:29:13.129;540170968809882020;491;-963;-267
2021-12-07T21:29:13.148;540170968829380618;543;-858;-407
2021-12-07T21:29:13.168;540170968848879216;623;-661;-504
2021-12-07T21:29:13.187;540170968868377814;579;-593;-775
2021-12-07T21:29:13.207;540170968887876412;451;-325;-949
2021-12-07T21:29:13.226;540170968907375010;732;-128;-1267
2021-12-07T21:29:13.246;540170968926873608;766;-348;-772
2021-12-07T21:29:13.265;540170968946372206;573;-488;-835
2021-12-07T21:29:13.285;540170968965870804;685;-509;-520
2021-12-07T21:29:13.304;540170968985369402;673;-678;-431
2021-12-07T21:29:13.324;540170969004868000;516;-834;-413
2021-12-07T21:29:13.343;540170969024366598;451;-1063;-106
2021-12-07T21:29:13.363;540170969043865196;477;-1187;165
2021-12-07T21:29:13.382;540170969063363794;539;-1260;-423
2021-12-07T21:29:13.402;540170969082862392;156;-1487;-416
2021-12-07T21:29:13.421;540170969102360990;204;-1649;-214
2021-12-07T21:29:13.441;540170969121859588;491;-1666;86
2021-12-07T21:29:13.460;540170969141358186;892;-1662;586
2021-12-07T21:29:13.480;540170969160856784;1189;-1443;979
2021-12-07T21:29:13.499;540170969180355382;1197;-1199;717
2021-12-07T21:29:13.519;540170969199853980;1086;-1045;101
2021-12-07T21:29:13.538;540170969219352578;726;-710;-495
2021-12-07T21:29:13.558;540170969238851176;325;29;-1483
2021-12-07T21:29:13.577;540170969258349774;591;-627;-1250
2021-12-07T21:29:13.597;540170969277848372;1181;-203;-420
2021-12-07T21:29:13.616;540170969297346970;1285;-441;-397
2021-12-07T21:29:13.636;540170969316845568;1156;-501;-307
2021-12-07T21:29:13.655;540170969336344166;1441;-1300;94
2021-12-07T21:29:13.675;540170969355863167;611;-872;697
2021-12-07T21:29:13.694;540170969375382154;264;-1619;14
2021-12-07T21:29:13.714;540170969394901141;708;-1391;341
2021-12-07T21:29:13.733;540170969414420128;1154;-918;227
2021-12-07T21:29:13.753;540170969433939115;1398;-249;-717
2021-12-07T21:29:13.772;540170969453458102;1092;1135;-1959
2021-12-07T21:29:13.792;540170969472977089;619;1585;-1548
2021-12-07T21:29:13.812;540170969492496076;1548;-1160;-345
2021-12-07T21:29:13.831;540170969512015063;5127;1846;4240
2021-12-07T21:29:13.851;540170969531534050;40;-626;1829
2021-12-07T21:29:13.870;540170969551053037;-128;-217;888
2021-12-07T21:29:13.890;540170969570572024;-1370;-786;1183
2021-12-07T21:29:13.909;540170969590091011;-915;-1019;2576
2021-12-07T21:29:13.929;540170969609609998;-1920;-1290;1933
2021-12-07T21:29:13.948;540170969629128985;-1178;-1347;737
2021-12-07T21:29:13.968;540170969648647972;15;-1375;52
2021-12-07T21:29:13.987;540170969668166959;722;-1324;-428
2021-12-07T21:29:14.007;540170969687685946;1018;-1436;-146
2021-12-07T21:29:14.026;540170969707204933;567;-1028;697
2021-12-07T21:29:14.046;540170969726723920;-972;-373;2646
2021-12-07T21:29:14.065;540170969746242907;-1049;-242;803
2021-12-07T21:29:14.085;540170969765761894;-2684;-41;3865
2021-12-07T21:29:14.104;540170969785280881;-4747;-209;6263
2021-12-07T21:29:14.124;540170969804799868;-4967;-1056;7642
